trip_id,arrival_time,departure_time,stop_id,stop_sequence,pickup_type,drop_off_type,shape_dist_traveled
1425,07:01:00,07:01:00,106,3,0,0,10.4133
1425,07:07:00,07:07:00,23,4,0,0,13.1761
1425,07:10:00,07:10:00,112,5,0,0,14.0746
1425,07:15:00,07:15:00,140,6,0,0,16.4691
1425,07:18:00,07:18:00,81,7,0,0,17.7559
1425,07:21:00,07:21:00,87,8,0,0,19.3642
1425,07:25:00,07:25:00,136,9,0,0,20.4388
1425,07:31:00,07:31:00,145,10,0,0,22.7051
1426,08:24:00,08:24:00,105,1,0,0,0.0000
1426,08:33:00,08:33:00,38187,2,0,0,4.9894
1426,08:43:00,08:43:00,106,3,0,0,10.4133
1426,08:49:00,08:49:00,23,4,0,0,13.1761
1426,08:52:00,08:52:00,112,5,0,0,14.0746
1426,08:57:00,08:57:00,140,6,0,0,16.4691
1426,09:01:00,09:01:00,81,7,0,0,17.7559
1426,09:05:00,09:05:00,87,8,0,0,19.3642
1426,09:09:00,09:09:00,136,9,0,0,20.4388
1426,09:15:00,09:15:00,145,10,0,0,22.7051
1427,09:22:00,09:22:00,105,1,0,0,0.0000
1427,09:31:00,09:31:00,38187,2,0,0,4.9894
1427,09:40:00,09:40:00,106,3,0,0,10.4133
1427,09:45:00,09:45:00,23,4,0,0,13.1761
1427,09:48:00,09:48:00,112,5,0,0,14.0746
1427,09:53:00,09:53:00,140,6,0,0,16.4691
1427,09:56:00,09:56:00,81,7,0,0,17.7559
1427,09:59:00,09:59:00,87,8,0,0,19.3642
1427,10:02:00,10:02:00,136,9,0,0,20.4388
1427,10:08:00,10:08:00,145,10,0,0,22.7051
1428,17:50:00,17:50:00,105,1,0,0,0.0000
1428,18:14:00,18:14:00,23,2,0,0,13.1746
1428,18:20:00,18:20:00,140,3,0,0,16.4723
1428,18:32:00,18:32:00,145,4,0,0,22.7131
1428,18:39:00,18:39:00,27,5,0,0,26.1161
1428,18:43:00,18:43:00,77,6,0,0,28.1337
1428,18:48:00,18:48:00,30,7,0,0,30.2987
1428,18:52:00,18:52:00,92,8,0,0,32.3790
1428,18:57:00,18:57:00,91,9,0,0,34.6117
1428,19:06:00,19:06:00,34,10,0,0,38.8847
1428,19:16:00,19:16:00,35,11,0,0,43.0826
1429,16:45:00,16:45:00,105,1,0,0,0.0000
1429,16:54:00,16:54:00,38187,2,0,0,4.9894
1429,17:04:00,17:04:00,106,3,0,0,10.4133
1429,17:24:00,17:24:00,145,4,0,0,22.7057
1429,17:30:00,17:30:00,27,5,0,0,26.1087
1429,17:35:00,17:35:00,77,6,0,0,28.1263
1429,17:40:00,17:40:00,30,7,0,0,30.2913
1429,17:44:00,17:44:00,92,8,0,0,32.3716
1429,17:48:00,17:48:00,91,9,0,0,34.6044
1429,17:57:00,17:57:00,34,10,0,0,38.8773
1429,18:05:00,18:05:00,35,11,0,0,43.0752
1430,18:51:00,18:51:00,105,1,0,0,0.0000
1430,19:00:00,19:00:00,38187,2,0,0,4.9894
1430,19:12:00,19:12:00,106,3,0,0,10.4133
1430,19:31:00,19:31:00,145,4,0,0,22.7057
1430,19:38:00,19:38:00,27,5,0,0,26.1087
1430,19:42:00,19:42:00,77,6,0,0,28.1263
1430,19:48:00,19:48:00,30,7,0,0,30.2913
1430,19:52:00,19:52:00,92,8,0,0,32.3716
1430,19:57:00,19:57:00,91,9,0,0,34.6044
1430,20:05:00,20:05:00,34,10,0,0,38.8773
1430,20:14:00,20:14:00,35,11,0,0,43.0752
1431,04:55:00,04:55:00,63,1,0,0,0.0000
1431,05:13:00,05:13:00,106,2,0,0,7.7780
1431,05:18:00,05:18:00,37,3,0,0,10.0244
1431,05:20:00,05:20:00,23,4,0,0,10.5407
1431,05:23:00,05:23:00,112,5,0,0,11.4392
1431,05:25:00,05:25:00,61,6,0,0,12.1477
1431,05:27:00,05:27:00,97,7,0,0,13.0758
1431,05:30:00,05:30:00,140,8,0,0,13.8337
1431,05:33:00,05:33:00,81,9,0,0,15.1205
1431,05:37:00,05:37:00,87,10,0,0,16.7288
1431,05:40:00,05:40:00,136,11,0,0,17.8034
1431,05:46:00,05:46:00,145,12,0,0,20.0697
1432,07:38:00,07:38:00,63,1,0,0,0.0000
1432,07:56:00,07:56:00,106,2,0,0,7.7780
1432,08:02:00,08:02:00,37,3,0,0,10.0244
1432,08:04:00,08:04:00,23,4,0,0,10.5407
1432,08:07:00,08:07:00,112,5,0,0,11.4392
1432,08:09:00,08:09:00,61,6,0,0,12.1477
1432,08:11:00,08:11:00,97,7,0,0,13.0758
1432,08:14:00,08:14:00,140,8,0,0,13.8337
1432,08:17:00,08:17:00,81,9,0,0,15.1205
1432,08:21:00,08:21:00,87,10,0,0,16.7288
1432,08:23:00,08:23:00,136,11,0,0,17.8034
1432,08:29:00,08:29:00,145,12,0,0,20.0697
1433,16:09:00,16:09:00,105,1,0,0,0.0000
1433,16:26:00,16:26:00,106,2,0,0,10.4133
1433,16:31:00,16:31:00,37,3,0,0,12.6597
1433,16:34:00,16:34:00,23,4,0,0,13.1759
1433,16:37:00,16:37:00,112,5,0,0,14.0744
1433,16:39:00,16:39:00,61,6,0,0,14.7830
1433,16:42:00,16:42:00,97,7,0,0,15.7110
1433,16:44:00,16:44:00,140,8,0,0,16.4689
1433,16:47:00,16:47:00,81,9,0,0,17.7557
1433,16:51:00,16:51:00,87,10,0,0,19.3640
1433,16:54:00,16:54:00,136,11,0,0,20.4386
1433,16:59:00,16:59:00,145,12,0,0,22.7049
1434,16:38:00,16:38:00,105,1,0,0,0.0000
1434,16:55:00,16:55:00,106,2,0,0,10.4133
1434,17:01:00,17:01:00,37,3,0,0,12.6597
1434,17:03:00,17:03:00,23,4,0,0,13.1759
1434,17:06:00,17:06:00,112,5,0,0,14.0744
1434,17:09:00,17:09:00,61,6,0,0,14.7830
1434,17:11:00,17:11:00,97,7,0,0,15.7110
1434,17:14:00,17:14:00,140,8,0,0,16.4689
1434,17:18:00,17:18:00,81,9,0,0,17.7557
1434,17:23:00,17:23:00,87,10,0,0,19.3640
1434,17:27:00,17:27:00,136,11,0,0,20.4386
1434,17:32:00,17:32:00,145,12,0,0,22.7049
1435,19:26:00,19:26:00,105,1,0,0,0.0000
1435,19:43:00,19:43:00,106,2,0,0,10.4133
1435,19:57:00,19:57:00,136,3,0,0,20.4383
1435,20:02:00,20:02:00,145,4,0,0,22.7049
1435,20:08:00,20:08:00,27,5,0,0,26.1080
1435,20:12:00,20:12:00,77,6,0,0,28.1256
1435,20:16:00,20:16:00,30,7,0,0,30.2905
1435,20:20:00,20:20:00,92,8,0,0,32.3708
1435,20:25:00,20:25:00,91,9,0,0,34.6036
1435,20:32:00,20:32:00,94,10,0,0,38.3002
1435,20:35:00,20:35:00,34,11,0,0,38.8763
1435,20:44:00,20:44:00,35,12,0,0,43.0742
1436,17:14:00,17:14:00,105,1,0,0,0.0000
1436,17:31:00,17:31:00,106,2,0,0,10.4133
1436,17:44:00,17:44:00,81,3,0,0,17.7555
1436,17:48:00,17:48:00,87,4,0,0,19.3636
1436,17:52:00,17:52:00,136,5,0,0,20.4383
1436,18:03:00,18:03:00,27,6,0,0,26.1299
1436,18:07:00,18:07:00,77,7,0,0,28.1256
1436,18:12:00,18:12:00,30,8,0,0,30.2905
1436,18:16:00,18:16:00,92,9,0,0,32.3708
1436,18:21:00,18:21:00,91,10,0,0,34.6036
1436,18:29:00,18:29:00,34,11,0,0,38.8765
1436,18:36:00,18:36:00,35,12,0,0,43.0744
1437,16:33:00,16:33:00,63,1,0,0,0.0000
1437,16:52:00,16:52:00,106,2,0,0,7.7780
1437,17:03:00,17:03:00,81,3,0,0,15.1203
1437,17:06:00,17:06:00,87,4,0,0,16.7284
1437,17:10:00,17:10:00,136,5,0,0,17.8030
1437,17:17:00,17:17:00,145,6,0,0,20.0693
1437,17:23:00,17:23:00,27,7,0,0,23.4723
1437,17:27:00,17:27:00,77,8,0,0,25.4900
1437,17:31:00,17:31:00,30,9,0,0,27.6549
1437,17:35:00,17:35:00,92,10,0,0,29.7352
1437,17:39:00,17:39:00,91,11,0,0,31.9680
1437,17:46:00,17:46:00,94,12,0,0,35.6646
1437,17:49:00,17:49:00,34,13,0,0,36.2407
1437,17:56:00,17:56:00,35,14,0,0,40.4386
1438,06:42:00,06:42:00,63,1,0,0,0.0000
1438,06:58:00,06:58:00,106,2,0,0,7.7780
1438,07:11:00,07:11:00,87,3,0,0,16.7294
1438,07:15:00,07:15:00,136,4,0,0,17.8040
1438,07:21:00,07:21:00,145,5,0,0,20.0703
1438,07:26:00,07:26:00,27,6,0,0,23.4733
1438,07:30:00,07:30:00,77,7,0,0,25.4909
1438,07:34:00,07:34:00,30,8,0,0,27.6559
1438,07:38:00,07:38:00,92,9,0,0,29.7362
1438,07:42:00,07:42:00,91,10,0,0,31.9689
1438,07:49:00,07:49:00,94,11,0,0,35.6655
1438,07:53:00,07:53:00,34,12,0,0,36.2417
1438,08:00:00,08:00:00,35,13,0,0,40.4396
1439,17:08:00,17:08:00,63,1,0,0,0.0000
1439,17:24:00,17:24:00,106,2,0,0,7.7780
1439,17:38:00,17:38:00,87,3,0,0,16.7294
1439,17:41:00,17:41:00,136,4,0,0,17.8040
1439,17:47:00,17:47:00,145,5,0,0,20.0703
1439,17:53:00,17:53:00,27,6,0,0,23.4733
1439,17:57:00,17:57:00,77,7,0,0,25.4909
1439,18:01:00,18:01:00,30,8,0,0,27.6559
1439,18:04:00,18:04:00,92,9,0,0,29.7362
1439,18:09:00,18:09:00,91,10,0,0,31.9689
1439,18:16:00,18:16:00,94,11,0,0,35.6655
1439,18:18:00,18:18:00,34,12,0,0,36.2417
1439,18:24:00,18:24:00,35,13,0,0,40.4396
1440,08:42:00,08:42:00,105,1,0,0,0.0000
1440,08:51:00,08:51:00,38187,2,0,0,4.9894
1440,09:01:00,09:01:00,106,3,0,0,10.4133
1440,09:11:00,09:11:00,140,4,0,0,16.4695
1440,09:14:00,09:14:00,81,5,0,0,17.7563
1440,09:18:00,09:18:00,87,6,0,0,19.3646
1440,09:27:00,09:27:00,145,7,0,0,22.7049
1440,09:33:00,09:33:00,27,8,0,0,26.1080
1440,09:37:00,09:37:00,77,9,0,0,28.1256
1440,09:42:00,09:42:00,30,10,0,0,30.2905
1440,09:46:00,09:46:00,92,11,0,0,32.3708
1440,09:51:00,09:51:00,91,12,0,0,34.6036
1440,09:59:00,09:59:00,34,13,0,0,38.8765
1440,10:07:00,10:07:00,35,14,0,0,43.0744
1441,14:27:00,14:27:00,63,1,0,0,0.0000
1441,14:46:00,14:46:00,106,2,0,0,7.7780
1441,15:03:00,15:03:00,145,3,0,0,20.0705
1441,15:09:00,15:09:00,27,4,0,0,23.4735
1441,15:13:00,15:13:00,77,5,0,0,25.4911
1441,15:17:00,15:17:00,30,6,0,0,27.6561
1441,15:21:00,15:21:00,92,7,0,0,29.7364
1441,15:26:00,15:26:00,91,8,0,0,31.9691
1441,15:33:00,15:33:00,94,9,0,0,35.6657
1441,15:35:00,15:35:00,34,10,0,0,36.2419
1441,15:42:00,15:42:00,35,11,0,0,40.4398
1441,15:50:00,15:50:00,39472,12,0,0,45.3883
1441,15:55:00,15:55:00,67,13,0,0,47.7945
1441,16:02:00,16:02:00,101,14,0,0,50.2744
1441,16:07:00,16:07:00,93,15,0,0,52.4371
1441,16:23:00,16:23:00,54,16,0,0,59.8184
1442,20:05:00,20:05:00,105,1,0,0,0.0000
1442,20:22:00,20:22:00,106,2,0,0,10.4133
1442,20:29:00,20:29:00,23,3,0,0,13.1761
1442,20:32:00,20:32:00,112,4,0,0,14.0746
1442,20:37:00,20:37:00,140,5,0,0,16.4691
1442,20:41:00,20:41:00,81,6,0,0,17.7559
1442,20:45:00,20:45:00,87,7,0,0,19.3642
1442,20:49:00,20:49:00,136,8,0,0,20.4388
1442,20:55:00,20:55:00,145,9,0,0,22.7051
1442,21:01:00,21:01:00,27,10,0,0,26.1081
1442,21:05:00,21:05:00,77,11,0,0,28.1258
1442,21:10:00,21:10:00,30,12,0,0,30.2907
1442,21:14:00,21:14:00,92,13,0,0,32.3710
1442,21:18:00,21:18:00,91,14,0,0,34.6038
1442,21:26:00,21:26:00,34,15,0,0,38.8767
1442,21:35:00,21:35:00,35,16,0,0,43.0746
1443,15:55:00,15:55:00,63,1,0,0,0.0000
1443,16:13:00,16:13:00,106,2,0,0,7.7780
1443,16:25:00,16:25:00,87,3,0,0,16.7294
1443,16:28:00,16:28:00,136,4,0,0,17.8040
1443,16:34:00,16:34:00,145,5,0,0,20.0703
1443,16:39:00,16:39:00,27,6,0,0,23.4733
1443,16:43:00,16:43:00,77,7,0,0,25.4909
1443,16:47:00,16:47:00,30,8,0,0,27.6559
1443,16:51:00,16:51:00,92,9,0,0,29.7362
1443,16:55:00,16:55:00,91,10,0,0,31.9689
1443,17:02:00,17:02:00,94,11,0,0,35.6655
1443,17:04:00,17:04:00,34,12,0,0,36.2417
1443,17:11:00,17:11:00,35,13,0,0,40.4396
1443,17:19:00,17:19:00,39472,14,0,0,45.3881
1443,17:24:00,17:24:00,67,15,0,0,47.7943
1443,17:31:00,17:31:00,101,16,0,0,50.2742
1443,17:35:00,17:35:00,93,17,0,0,52.4369
1444,17:28:00,17:28:00,63,1,0,0,0.0000
1444,17:44:00,17:44:00,106,2,0,0,7.7780
1444,17:54:00,17:54:00,140,3,0,0,13.8343
1444,17:57:00,17:57:00,81,4,0,0,15.1210
1444,18:01:00,18:01:00,87,5,0,0,16.7294
1444,18:08:00,18:08:00,145,6,0,0,20.0697
1444,18:14:00,18:14:00,27,7,0,0,23.4727
1444,18:18:00,18:18:00,77,8,0,0,25.4903
1444,18:22:00,18:22:00,30,9,0,0,27.6553
1444,18:26:00,18:26:00,92,10,0,0,29.7356
1444,18:30:00,18:30:00,91,11,0,0,31.9684
1444,18:38:00,18:38:00,94,12,0,0,35.6650
1444,18:40:00,18:40:00,34,13,0,0,36.2411
1444,18:48:00,18:48:00,35,14,0,0,40.4390
1444,18:55:00,18:55:00,39472,15,0,0,45.3875
1444,19:00:00,19:00:00,67,16,0,0,47.7938
1445,15:25:00,15:25:00,105,1,0,0,0.0000
1445,15:41:00,15:41:00,106,2,0,0,10.4133
1445,15:47:00,15:47:00,23,3,0,0,13.1761
1445,15:50:00,15:50:00,112,4,0,0,14.0746
1445,15:55:00,15:55:00,140,5,0,0,16.4691
1445,15:58:00,15:58:00,81,6,0,0,17.7559
1445,16:02:00,16:02:00,87,7,0,0,19.3642
1445,16:05:00,16:05:00,136,8,0,0,20.4388
1445,16:10:00,16:10:00,145,9,0,0,22.7051
1445,16:16:00,16:16:00,27,10,0,0,26.1081
1445,16:20:00,16:20:00,77,11,0,0,28.1258
1445,16:24:00,16:24:00,30,12,0,0,30.2907
1445,16:28:00,16:28:00,92,13,0,0,32.3710
1445,16:32:00,16:32:00,91,14,0,0,34.6038
1445,16:40:00,16:40:00,34,15,0,0,38.8767
1445,16:47:00,16:47:00,35,16,0,0,43.0746
1446,07:50:00,07:50:00,105,1,0,0,0.0000
1446,07:59:00,07:59:00,38187,2,0,0,4.9894
1446,08:08:00,08:08:00,106,3,0,0,10.4133
1446,08:14:00,08:14:00,23,4,0,0,13.1761
1446,08:17:00,08:17:00,112,5,0,0,14.0746
1446,08:22:00,08:22:00,140,6,0,0,16.4691
1446,08:25:00,08:25:00,81,7,0,0,17.7559
1446,08:29:00,08:29:00,87,8,0,0,19.3642
1446,08:32:00,08:32:00,136,9,0,0,20.4388
1446,08:37:00,08:37:00,145,10,0,0,22.7051
1446,08:43:00,08:43:00,27,11,0,0,26.1081
1446,08:47:00,08:47:00,77,12,0,0,28.1258
1446,08:51:00,08:51:00,30,13,0,0,30.2907
1446,08:55:00,08:55:00,92,14,0,0,32.3710
1446,09:00:00,09:00:00,91,15,0,0,34.6038
1446,09:08:00,09:08:00,34,16,0,0,38.8767
1446,09:17:00,09:17:00,35,17,0,0,43.0746
1447,10:46:00,10:46:00,105,1,0,0,0.0000
1447,10:56:00,10:56:00,38187,2,0,0,4.9894
1447,11:05:00,11:05:00,106,3,0,0,10.4133
